TEXT,Annot-1,Annot-2,Annot-3,Source,classes
রোমান্স প্রকাশ করবে। এরা একটু চাপা স্বভাবের ভালবাসার ক্ষেত্রে। এরা সারপ্রাইজ দিতে এবং নিতে খুব পছন্দ করে। এরা যথেষ্ট গুরুত্ব দেয় এদের সঙ্গীকে। ,0,0,0,,0
অলিম্পিক টুর্নামেন্ট) চ্যাম্পিয়ন হয়েছে।বলাবাহুল্ল্য যে আর্জেন্টিনা ১৯৭৮,0,0,0,,0
বাজে প্রেসেনটেশন বাজে রিভিউ ।👎👎 ,0,0,0,,0
"ভিডিও শুরু হওয়ার সাথে সাথেই লাইক বাটনে গুতা,তারপর ডাউনলোড বাটনে গুতা,তারপর কমেন্ট বক্সে এসে কিবোর্ডে গুতা,,,,,,,,তারপর গান টা এসে মনের ভিতর গুতাগুতি শুরু করে দিলো,,,,,অসাধারণ খুব ভাল্লাগছে বলার মতো কিছুই নাই । সব দিক দিকেই বেটার হইছে এগিয়ে যান ভাই ............কার কার ভালো লাগছে লাইক দিন  ",0,0,0,,0
খুব ভালো ভালো লাগছে ভাই আমি আপনার অনেল বড় ফ্যান কমেন্টের রিপ্লেটা দিবেন প্লিয ভাই। ,0,0,0,,0
"তাসকিন সেই বল গুলো মিস করি,,, ",0,0,0,,0
"আমি লিটন দাসকে মিস করেছি, ওকে ১ ডাউন এ নামানো জেতো, সাব্বির রে বসাইয়া ইনফরম প্লেয়ার ছিল❤💕",0,0,0,,0
হেভি টেস্ট না ,0,0,0,,0
"বাংলাদেশ বিমানের সার্ভিস থেকে বরিশালে লঞ্চে কাস্টমার সার্ভিস ভালো। বিমান সিডিউল বিপর্যয় , বিমান বালাদের ব্যবহার খুব খারাপ, খাবারের মান নিম্নমানের  ",0,0,0,,0
বাঙালি কপি করা ছাড়া আর কিছু পারে না?ভিডিও টার প্রায়ই সিন কপি করছে। ,0,0,0,,0
এই বাঙালি রেসটুরেন্টগুলোতে ঝটকা সার্ভ করে । তাই মাংস না খাওয়াই ভালো ,0,0,0,,0
এটাই কমিটমেন্ট !!!নেগেটিভ চিন্তা না করে পজিটিভ ভাবুন।। উৎসাহ দিন যেনো আরো সাহায্য করতে পারে।।,0,0,0,,0
"আয়মান ভাই এর ম্যাক্সিমাম ভিডিওতে ভিউ ২৫কে,৩০কে, খুব বেশি দেখলাম ১৫০কে এর মত।এভারেজ ভিউ ৫০কে এর মত। এই এক্টা ভিডিও যার ভিউ ৮৬৪কে!!! দিস ইজ দ্যা পাওয়ার অফ চমক ভাই।।।",0,0,0,,0
"লাইক পাবার আশায় কেউ, ইসলাম নিয়ে কমেন্ট করবেন না।লাইকের চেয়ে ইসলামের মূল্য অনেক বেশি।।।।।এখানে বিনোদন নিয়ে কমেন্ট করুন, কারণ এইটা বিনোদনের জায়গা ",0,0,0,,0
এই মোবাইল টা অফিসিয়াল কবে পাবো😍 ,0,0,0,,0
কনসেপ্ট ফ্রম বালা নিশো এবং তিশা সেই অভিনয় করেছেন। ,0,0,0,,0
"ক্যামেরা মেক্সিমাম টাইম ই কালো দেখায়, কম দামি ফোন দিয়ে ভ্লগ করো এইজন্যই তো এই অবস্থা 😋😋😋 ",0,0,0,,0
ভাই রিপন ভিডিও চ্যানেল লের। লিংক দেয়া উচিত ছিলো। ,0,0,0,,0
এটা তো সিরিয়াস ভাবে নেওয়ার কিছু নাই ভাই। ,0,0,0,,0
এইটা কি ফানি রোস্ট ছিলো??? ,0,0,0,,0
ক্যামেরা কি আপনার গ্যারান্টি ওয়ারেন্টি দিবেন দয়া করে রিপ্লাই দিবেন,0,0,0,,0
উডনের জন্য পানি ও স্যুপ সয়া সস ছিল।,0,0,0,,0
"আমি তোমাকে ভালোবাসি, যখন তারা তাদের খাদ্যের অর্ডার আপনার দিতে বলেছে তারা বললো পাল্টা সব ব্যবসা হতে পারে।",0,0,0,,0
"উপেক্ষা করুন,শুধু ট্রেন্ডি wannabes এর জন্য",0,0,0,,0
"যদিও, সার্ভার রাজস্ব ড্রাইভিং প্রশিক্ষণ বলে মনে হয় যে সত্য,তবুও সবচেয়ে বিরক্তিকর জিনিস।",0,0,0,,0
তাদের ছুটির সম্পর্কে কিছু  ব্যস্ত পার্টি  হচ্ছে ।,0,0,0,,0
"আমি ব্র্যাঞ্চের জন্য তাদের ডিম বেনেডিক্ট করতাম, যা আমার সমগ্র জীবনে সবচেয়ে খারাপ ছিল, আমি হোলান্দিজ সসকে সম্পূর্ণভাবে মুছে ফেলার চেষ্টা করেছিলাম যা এটি আমার ছিল ব্যর্থতা।",0,0,0,,0
"বিশেষ অফার দেয় না,মেনু ভাল দেখায়, চিলির সমুদ্র ব্যাশ অফার ছাড়া, কিন্তু সার্ভার বাইরে বোর্ডে লিখিত ছিল",0,0,0,,0
আমি picky না -কিন্তু এটি আসলে মোটামুটি ছিল,0,0,0,,0
"যে শুধু চাল থেকে নয়,কিন্তু আয়তন ট্রিপ বেশী চেয়ে রোল হয়,এটি একটি অভ্যন্তরীণ আউট রোলের মধ্যে একটি নিয়মিত রোল চালু করতে $ 2 অতিরিক্ত খরচ হয়।",0,0,0,,0
"তখন টনিক পাওয়া যায়নি,অবশেষে তিনি যখন জিন ও টনিক তৈরি করতে ব্যর্থ হন",0,0,0,,0
আপনি একটি সম্পূর্ণ অভিজ্ঞতা অনুভূতি দিয়ে মেনু থেকে অর্ডার দেন।,0,0,0,,0
"হোস্টিং প্রতিশ্রুতি ছিল যে আমাদের 7 দলের জন্য একটি টেবিল সংরক্ষণ করা , তারপর তিনি 2 জনের দলের একটি টেবিল সংরক্ষণ করলেন (অর্থ ছিল যখন অর্থোপার্জন প্রায় খোলা ছিল)।",0,0,0,,0
আমরা সাবপার ফুড খেতে ম্যানেজার বসা গিয়েছিলাম ম্যানেজার তার কয়েক কর্মচারীর পরিমার্জিত খুঁজে বের করার জন্য মাদকদ্রব্যের জন্য ব্যয়বহুল ভুল ব্যাখ্যা দিল।,0,0,0,,0
আমরা একটি টুনা দ্রবীভূত করার আদেশ দিয়েছিলাম - এটি এমন একটি পনির দিয়ে এসেছিল যার ফলে এটি একটি টুনা স্যান্ডউইচ তৈরি করেছিল।,0,0,0,,0
"বেশ স্পষ্টভাবে, খারাপ সুশি আমি কখনও চেষ্টা করি নাই",0,0,0,,0
আপনি অন্যান্য ফরাসি Bistros অনেক টাকা একই পরিমাণ জন্য একটি ভাল ডাইনিং অভিজ্ঞতা পেতে পারেন।,0,0,0,,0
আমরা সকলেই একটি ক্ষমা প্রার্থনা করেছিলাম যেমন আমরা ডিনার ছাড়া আমাদের শো দেখা বাকি ছিল।,0,0,0,,0
"কিছু কারণের জন্য, সলমনের জন্য মেনুতে সমস্ত সীফুডই অনুপলব্ধ ছিল।",0,0,0,,0
"শাট ডাউন করার জন্য ভয়ঙ্কর, ভয়ঙ্কর ব্যবস্থাপনা",0,0,0,,0
আমি এই রেস্টুরেন্টে আশ্চর্য যা প্রত্যাশা করে এসেছি কিন্ত গিয়ে দেখি ওভার charged বাকি।,0,0,0,,0
ডিস্ট্রিবিউটের খাবারের দাম কমেছে ...,0,0,0,,0
"প্রথমত, এই জায়গা * রোমান্টিক নয় *, সিটিসার্চের সম্পাদকীয় পর্যালোচনা দ্বারা দাবি করা হয়েছে।",0,0,0,,0
"খাদ্য সাধারণত ঠান্ডা হয় ওয়েল, কখনও তাদের deliveries জন্য",0,0,0,,0
"তাদের চিকেন টিঁকা মশলা বেশ ভাল,দাম আরো উচ্চতর।",0,0,0,,0
"যাইহোক, এই শেষ সময় আমি উইলিয়ামসবার্গকে অতিক্রম করি।",0,0,0,,0
আপনি যদি চান যে আপনার গান বিস্ফোরিত হয় এবং সিস্টেমটি এত বড় না এবং যদি আপনি কমপক্ষে 100 ডলার বোতল ন্যূনতম দিতে চান তবে আপনি এটি এখানে পছন্দ করবেন।,0,0,0,,0
"ম্যানেজার মূলত আমাকে অন্যত্র আমার ব্যবসা নিতে বলেছিলেন ,আমি একটি খোলা সম্মুখীন পনির স্যান্ডউইচ এর জন্য জিজ্ঞাসা করি ।",0,0,0,,0
"প্রকৃত চেহারা তুলনায় ভাল ছিল,তার ওয়েব সাইটে রেস্টুরেন্টের ফটোগুলি ।",0,0,0,,0
আমার ভাগ্যে একটি ছোট শেল ছিল যা আমি আউট করেছি,0,0,0,,0
"আমি প্রথম মরিয়মের সম্পর্কে একটু লেইস ছিলাম - এটি ছোট, ভিড় এবং আপনি সাধারণত লাইন অপেক্ষা করতে হবে - কিন্তু আমি খুশি আমি অবশেষে চেষ্টা করেছি",0,0,0,,0
লকাল বাস ভালো এটা থেকে ,0,0,0,,0
ভাই নিজের সফটওয়্যার গুলোর প্রচার সহজে করে ফেলছেন ভালোই ,0,0,0,,0
অসাধারণ 👌ধন্যবাদ অমি ভাই সহ পুরো ব্যাচেলর টিম কে ,0,0,0,,0
তাদের প্রায় ১শ’ কোটি ব্যবহারকারীর অ্যাকাউন্ট থেকে হ্যাকাররা তথ্য হাতিয়ে নিয়েছে। এক বিবৃতিতে ইয়াহু জানায়,0,0,0,,0
গত কয়েক বছর ধরে আলবেসিলেস্তেদের হয়ে আছেন সেরা ফর্মে। মেসি হিগুয়েইনদের জন্য স্পেস তৈরী করতে যার জুড়ি নেই দলে। ৪। লাভেজ্জি - উইঙ্গার,0,0,0,,0
"দেশে নির্বাচন ব্যাবস্থা উঠে গিয়ে সিলেকশন ব্যাবস্থার উদ্ভব হয়েছে। বুবু যাকে সিলেক্ট করবে সেই মেয়র, সেই সংসদ সদস্য। আল্লাহ আমাদের দেশকে হেফাজত করুন। ",0,0,0,,0
সুন্দর একটা ব্লগ ছিলো।🥰 ,0,0,0,,0
আপু তোমার গরুর মাংসের রেসেপি চাই। ,0,0,0,,0
মিউজিক টা একদূম বাজে ,0,0,0,,0
"অসাধারণ, পারভেজ ভাই😍 অসাধারণ কম্বিনেশন ডিজে রাহাত ",0,0,0,,0
এই খবর ইন্টারনেট-বাহিত হয়ে ছড়িয়ে পড়েছে বিশ্বে। তবু মেসিকে বের করতে পারেনি কলকাতার রাস্তাঘাট।,0,0,0,,0
সত্যি আজ মন থেকে আপনাকে স্যালুট জানাই😍😍 ,0,0,0,,0
"ব্যাচেলার পয়েন্টও দেখবো কিছু দিনের বিতরে,ইনশাআল্লাহ ",0,0,0,,0
আর আমি টিউশনি করে নিজের খরচ চালাই। তারপরও ওর শর্ত একটাই ,0,0,0,,0
কুমিল্লা বেষ্ট হবে💙💙 ,0,0,0,,0
ওই সিরিজে সাকিবভাই বা অন্য কেও দলে ছিলেন না ইন্জুরির জন্য বা অন্য কোনো কারণে।।পরের সিরিজে উনি ব্যাক করায় কায়েসভাই কেই জায়গা ছেড়ে দিতে হইছে।।অাবার জাতীয় লিগে পার্ফম করে গেছেন ,0,0,0,,0
পুরাই ডিপজল ডায়লগ...😁😁😁 ,0,0,0,,0
সরী টো সে দ্যাট মোসারফ করিমের অভার কনফিডেন্স গুলাই দিন দিন তার জনপ্রিয়তায় প্রশ্নবিদ্ধ করবে! ,0,0,0,,0
হ তার লেভেল আপনার মাথার উপরে 😁😁 ,0,0,0,,0
"লিটন দাসের ব্যাটিং ইমরুল কায়েসের চাইতে ভালো, কারন লিটন দাসের প্রতিটা শট গ্যাপ শট, আর কাবার ড্রাইভ গুলো মাটি কামরিয়ে যায়। আর ইমরুল কায়েস এই কয়দিন ভালো খেলে আর শটগুলো উড়ন্ত শট। ",0,0,0,,0
ফেসবুকে আপনার ফ্রেন্ড হতে চাই প্লিজ আমাকে ফ্রেন্ড অ্যাড দিবেন ,0,0,0,,0
ভাই দাম এতো কম বলে ভিডিওর সময় কিন্তু কিনতে গেলে দাম ডাবল হয়ে যায়? ,0,0,0,,0
আজকের মত ভাইয়া আপনার কোন রোস্ট ভিওডিও দেখে এত হাসি বা মজা পাইনাই....😸😸😸😸😸😋😋😊😊 ,0,0,0,,0
সাব্বির কি ভাবে দলে চান্স পায় ? ,0,0,0,,0
তাবিব ভাই কে একটা শার্ট গিফট করে সম্মানিত করলে খুব খুশি হতাম ,0,0,0,,0
"এরকম সাইকেল, শপিং অন্য রানারা পেতে পারতোনা।",0,0,0,,0
উই লাভ ইউ ,0,0,0,,0
দরকার হলে তাদের গার্লফ্রেন্ডকেও দিয়ে দিবে আমায়,0,0,1,,0
মানুশজ অপরাধ করেও কি বীরদর্পে তা গণমাধ্যমে শেয়ার করে ,0,0,0,,0
এটা পেলান্টি না ভাই এটা পেনাল্টি ,0,0,0,,0
বেশ ব্রিলিয়ান্ট মানুষ! ,0,0,0,,0
কি লাভ হয় মোটিভেট এ? বাস্তবিক তো আলাদা ,0,0,0,,0
বলার অপেক্ষা রাখে না সেই রকম খেলা হয়েছে বেস্ট অফ লাক বাংলাদেশ ক্রিকেট টিম ,0,0,0,,0
রাইট ভাই হাসি পাইলাম ,0,0,0,,0
"মিউসিক  চেয়েও বেশী ভালো হইছে ভিডিওটা, সুবিধাবাদি মেয়েটা গ্রহণ না করাটাই সবচেয়ে হিট ছিল ",0,0,0,,0
ভাই তুমিতো ইন্ডিয়ার কিং ,0,0,0,,0
কোন কথা নাই শুধু ইমরুল কায়েস কে বিশ্বকাপ স্কোয়াডে দেখতে চাই ✌✌ ,0,0,0,,0
ইনশাআল্লাহ ফাইনাল আমরা জিতব ,0,0,0,,0
"রদ টাকার আবার ভুল ডিসিশন দেয়, ",0,0,0,,0
"বিমানে ভিডিও করা নিষেধ,,, ",0,0,0,,0
তারে দিয়ে আর তুই বাইরাল হওয়ার চেষ্টা করিছ না ,0,0,0,,0
আমরা দিনশেষে ইম্রুল ব্রোর পাগলা ফ্যানই থাকব।,0,0,0,,0
তিশার সাথের মেয়েটা খুব কিউট ,0,0,0,,0
"আচ্ছা ভাই ইউটিউবে নাটক দেখতে আসছেন ভালো কথা, কিন্তু মুসলমানদের কলিজার টুকরা হযরত মুহাম্মদ সঃ সম্পর্কে এখানে বলেন এটা কি এখানে বলা ঠিক, এটা বুঝেন না। এভাবে তাকে ছোট করেন কেনো লাইক পাওয়ার জন্য।কতবড় নির্লজ্জ হলে নাটক দেখার পর নবীর সম্পর্কে মন্তব্য করেন।। ",0,0,0,,0
ভাইরে এইভাবে রিলিজিওন  নিয়ে লাইকের ব্যবসা না করলে হয়না? ,0,0,0,,0
কলেজ অথরিটি  এতদিন এই ভিডিওটি গোপন করেছিল কেন??? ,0,0,0,,0
আমার মেমরী কমে গেছে। কিছুই মনে থাকেনা।“ . ইঞ্জিনিয়ার– “নার্স ,0,0,0,,0
হেভি ছিল গান টা 😋😋 ,0,0,0,,0
নেইম ইজ দ্যা বেষ্ট ,0,0,0,,0
আসলে সবাই এক সাথে বসে মুভি নাটক দেখার দিন শেষ 😥😥😥,0,0,0,,0
ভালো লাগলো খুব হাসলাম নাটকের মেকিং খুব ভালো ছিল ,0,0,0,,0
শেষে রিপনকে রাখলে আরো জোস লাগতো😂 ,0,0,0,,0
তার মানে প্রথম সেশনেই যোগ হয়েছে ১০১। ততক্ষণে আরেক ওপেনার তামিম ইকবালের ফিফটি (৬৫) তো হয়েছেই,0,0,0,,0
ভাই আমার কমেন্ট টা পরবেন ,0,0,0,,0
তারপর আমি তোমাকে ১টা মেসেজ দেয়ার পর সে কি কান্না তোমার।,0,0,0,,0
ডেফিনেটলি এটা ইউটিবে আমার মোস্ট ওয়াচ ভিডিও😍😍 ,0,0,0,,0
রেজাল্ট কিছুই নাই ,0,0,0,,0
আরফান ইজ দ্যা বেস্ট ইন দা ওয়ার্ল্ড হি ইজ মাই গুরু গুরু আই লাভ ইউ আর আফরান ভাই ,0,0,0,,0
"এইসব ভোটে যদি বিএনপি দেরকে না ঢুকতে দেয়া হয়, তাহলে আর ইলেকশন করে লাভ কি? ",0,0,0,,0
"এডিটং গ্রুপে আপনাকে বেশি দেখি ভাই, পোলাপাইন যা করে আপ্নারে নিয়ে ",0,0,0,,0
কপি অামার কাছে মনে হয়.. ,0,0,0,,0
"সাবিলা আপুর চাহনি, কথা বলার ধরন সবকিছুতেই একজনের প্রতিচ্ছবি ভেসে উঠে আর তাওসিফ ভাইয়ার লেদার টা ভাললাগছে আর শামিম ভাইয়ার রাস্তার রিয়েকশন ডা ভাললাগছে ",0,0,0,,0
ফোন আর ডান্স স্কুলে স্কলারশিপ সহ আরো অনেক আকর্ষণীয় পুরস্কার! অংশগ্রহণ করার শেষ তারিখ: ২৮শে এপ্রিল,0,0,0,,0
"ভাই,,,ভিডিও টা খুব সুন্দর,, তবে আপনাদের কাছে একটা অনুরোধ আমরা কেনো ২০ বছরেও টেস্টে শিশু কেনো,,তা নিয়ে একটা ভিডিও বানান,,",0,0,0,,0
এ রকম বেট চালিয়ে জাও ,0,0,0,,0
বল গুলো কিন্তু বলার ইচ্ছে করে ডেলিভারি দেয়া নাই.. এটা হাত থেকে ছুটে যায় ,0,0,0,,0
ভালো লাগলো এত ফাইন খেলেছে বাংলাদেশ ,0,0,0,,0
ওকে একটা মিউজিক স্কুলেও ভর্তি করায় দেন। ,0,0,0,,0
বারতের আএপিয়ে লের চেনেল বাদ করে দাও ,0,0,0,,0
ভাই আমার চেনেল অকে দিন ,0,0,0,,0
খুব বেশি নোংরা।” এই সব ক্ষেত্রে আমি ডিফেন্সিভ কথা বলি না ,0,0,0,,0
"সৌদিআরবের জেদ্দা এয়ারপোট থেকে অর্ধেক হবে কোয়ালালামপুর এয়ারপোট,,যেনে শুনে বুঝে,,ইউটুব চ্যানেল ব্যবহার করেন,,আপনি জানেন কি আর বলেন কি,, ",0,0,0,,0
সাইকেলের পিসনে সিট্ কোই ? ,0,0,0,,0
 :) উত্তরার আরো আরো রিভিউ চাই।,0,0,0,,0
জম্মজ দেখলে খুশি হতাম কিন্তি বাজে ইডিটিং হতাশ হলাম ,0,0,0,,0
এটা নাটক নাকি স্যুটিং বা মেকিং ভিডিও ছিল???? ,0,0,0,,0
দাদা&কাকু আপনি যে টিপসটা করেছো সেটা আমি করেছি কিন্তু হয়নি কেননা ,0,0,0,,0
ভাই কমেডি বেশি চাই। এইসব প্রেম পিরিতি দেখতে দেখতে বোরিং লাগে 😒😒 ,0,0,0,,0
চলে আসুন ইউনাইটেড ইন্টারন্যাশনাল ইউনিভার্সিটির ( মাদানী এভিনিউ ,0,0,0,,0
"ভাই, তুমিও অন্তত ভাইরাল হওয়া কাউকে হেল্প করো। তুমিও ভাইরাল হতে পারবা। আবার এটা বলোনা যে ""তুমি ভাইরাল হতে চাও না"" তুমি যে ভাইরাল তাকে তো সাহায্য করছোই না আর যে ভাইরাল না তাকেও সাহায্য করছো না। যে কোনো একজনকে সাহায্য করো। ভাইরাল হওয়ার থেকে ভালো ফিল করতে পারবা। আমাদের নিজেদের কিছু করা উচিত। আর কতো দিন অন্যদের ভুল ধরে বেড়াবো? ",0,0,0,,0
আজও বুঝলাম না। গল্প পড়তে এসে লাইকের জন্য এটা ওটা কমেন্ট করে। বাংলাদেশ ও বাহিরের দেশে এই পার্থক্য। তারা বলে নাটকে কাজ কেমন লেগেছে আর বাংলাদেশে এই কাজটা বাদে প্রায় সবই করা হয়। আল্লাহকে ভালোবাসলে লাইক কমেন্ট করতে....আরে ভাই মন থেকে ভালোবাসো তোমার লাইক কমেন্টে কিভাবে বুঝবে যে আল্লাহকে ভালোবাসে কি'না? কি কনসেপ্ট রে ভাই। ,0,0,0,,0
খুটিয়ে খুটিয়ে চেক করি না তোমার পোস্টের কম্মেন্টসগুলা!!! দেখিনা তুমি এখন আর অনলাইনে আছো কি না ,0,0,0,,0
আজকেও কিন্তু আপনি আমাকে মজাদার রেসিপি ও টিপস দিতে পারেন ,0,0,0,,0
"পলাশ ভাইকে নোয়াখালি ভাষাতেই কনফিডেন্ট লাগে,",0,0,0,,0
যদি গড় গ্রেড সি চলে আসে ,0,0,0,,0
ভাইয়া ইন্ডিয়া থেকে অর্ডার করা যাবে না ,0,0,0,,0
ভাই এইটা কি রোষ্টিং ছিলো? ,0,0,0,,0
কফি শপে ঢুকলাম বিকেলের টিফিন করতে। দেখি একটাও টেবিল খালি নেই ,0,0,0,,0
সাদি ভাই! গানটা আপনার কপি করা বোঝাই যাচ্ছে।,0,0,0,,0
তাই আমার রেজাল্ট হইনি। তাই এখানে এসে আমি ভালো কোন কলেজে এডমিট  হবার সুযোগ বঞ্ছিত হলাম। আর ছায়ার মত প্রতিনিয়ত আছেই সেই পুরনো তীব্র অর্থকষ্ট ,0,0,0,,0
তবে দুটি গেমই আমরা নিজেদের প্লান মতই খেলবো ,0,0,0,,0
"তাওহিদ আফ্রিদির ফ্যান রা কই সবাই,, নিচে লাইক দাও?? 👇👇👇 ",0,0,0,,0
হেটারদের জন্য শো-অফের কথাটা দারুন ছিল ,0,0,0,,0
খুব সুন্দর হয়েছে রেসিপি ,0,0,0,,0
"আমি একজন রোগীকে নিয়ে চেন্নাই যাচ্ছি!  
রোগীর অপারেশন হবে! ",0,0,0,,0
"যমুনাে ফুড  কোর্ট -এ কফসি , পিজা  হুট্ , ত্বক আছে ",0,0,0,,0
 ভাই আপনি স্পাইডার রাইহান ভাই কে ভালো।।ওনিও লোকটা ভালো।আপনার এক লাইভ ভিডিও থেকে ওনাকে সাবস্ক্রাইব করছি।।আর আপনাকে তো ভালোবাসি।ভালোবাসবো ❤❤❤ ,0,0,0,,0
এমনকি সকল প্রাইভেট পড়ানোর সুযোগ করে দিয়েছি বিনে পয়সায় ।,0,0,0,,0
"এইসব করে সাবস্ক্রাইবার পাওয়া যায় না ভাই, ভালো কন্টেন্ট বানান ",0,0,0,,0
কাবিলা সব দিকে ফিটিং দিতেছে সেই লেবেলে। ভাই অসাধারণ ভাই। পলাশ ভাই গো এহেড ,0,0,0,,0
সহজে উচ্চারণযোগ্য এবং হাস্যকর একটা ডাক নাম চাই ! কদমা মিয়ার ভাগ্যটাই যেন কেমন ! যতবারই সে জন সিনার মত হেয়ার কাট দেবার বাসনা নিয়ে সেলুনে ঢুকেছে ,0,0,0,,0
জোস হইছে নাটক টা ,0,0,0,,0
বলিউডের আয়ুস্মান খোরানা অভিনিত মুভি 'বালা' থেকে গল্প চুরি করে বানানো হইছে। এই কনসেপ্টের উপর ভিত্তি করে অজস্র স্ক্রিপ্ট বানানো যায়। অথচ তা না করে হিন্দি মুভি থেকে কপি পেস্ট করে দিছে। ,0,0,0,,0
নাটকের মেসেজ টা কি??  পরিচালক কে অনূরোধ করবো এসব ফালতু নাটক না বানিয়ে সমাজে ভালো মেসেজ দিবে কিংবা নিরমল আনন্দ দিবে এমন নাটক বানাবেন।,0,0,0,,0
ক্লাস ওয়ান থেকে আপনি যা যা পড়েছেন এ যাবৎ অব্দি ,0,0,0,,0
ব্বাহ ব্যাকগ্রাওন্ড মিওজিক টা জুস♥ ,0,0,0,,0
ভর্তা ভাজি রেসিপি দেখে খুব ভালো লাগলো এবং পাশে আছি ,0,0,0,,0
ক্লাশ সেভেনে যখন পড়তাম স্কুল মিস দেওয়ার কারণে এক স্যার আমাকে সহ অনেক কে সেদিন কচ্ছপ চেঙ্গি দিয়েছিলেন ,0,0,0,,0
ভাইয়ারা জারা আফ্রিদি ভাইয়ার ফেন প্লিজ আমাকে সাপ্পট করেন ,0,0,0,,0
এই ক্যামেরাটা প্রাইস কত টাকা বলবেন ,0,0,0,,0
যে যাই বলুক বাংলাদেশের সব মুসলমান রা তৃনমুল সাপোর্ট করে মমতা দিদি সাপোর্ট করে আল্লাহ কাছে দোয়া করি এবারো জিতবে মমতা দিদি দরকার হলে আমরা সব বাংলাদেশের মুসলমান রা তৃনমুল জন্য মিশিল করবো কোটি কোটি মমতা দিদি সাপোর্টার রা মাঠে থাকলে বিজেপি পাত্তা পাবে না মমতা দিদি জয় ✌ হক। 😍😍😍😁😁😁😀😀😀😄😄😄😊😊😆😆 ,0,0,0,,0
কমেন্ট করার জন্য আসছিলাম কিন্তু বিভিন্ন জনের বিভিন্ন ভালো এবং খারাপ কমেন্ট দেখে এটাই করলাম।,0,0,0,,0
আপনার কন্টেন্ট বেশ ভালো। কিন্তু উপস্থাপনা আরেকটু স্মার্ট হওয়া দরকার। শুভকামনা রইলো।,0,0,0,,0
ভাই অফিশিয়াল সেলার রা দাম বেশি রাখে এসব নিয়ে প্রশ্ন তুলে পচান না কেনো?,0,0,0,,0
রোমান্টিকতার নামে দেহ ভোগ।,0,0,0,,0
তখন সবে ইউনিভার্সিটির ফার্স্ট সেমিস্টার। বাসা থেকে বের করেদিলে কোথায় থাকবো,0,0,0,,0
হাত হবে জীবাণুমুক্ত এক নিমিষেই। পপকর্নের সাথে মুভি দেখুন নিশ্চিন্তে,0,0,0,,0
নেমেসিস ও আর্বোভাইরাস ব্যান্ডের রকিং গানে মাতবে কনসার্ট আগামী ২২শে সেপ্টেম্বর,0,0,0,,0
ভাই রিয়া কিন্তু নায়িকা হিসেবে ফাস্ট ক্লাস।,0,0,0,,0
অরুনের বেষ্ট ফ্রেন্ডের ছোট বোনের বিয়ে,0,0,0,,0
বাংলাদেশে জী বাংলা পপুলারিটি সবচে বেশি।,0,0,0,,0
জব মার্কেটের জন্য অনেকটা অচল মালে পরিণত হয়। আর ঘটনা ঠিক সেখানেই ঘটে ।,0,0,0,,0
নাচতে নাচতে ভিজতে গিয়ে ধপাস করে পড়ে গেলাম আবার আমি আর শাশ্বতী ক্লাশক্যাপ্টেন বলে ডাবল মার খেলাম।তবে যে পরিমান মজা করেছিলাম তার তুলনায় এটা কিছুই না!আমাদের বিচ্ছুগ্রুপটার একটা পরিচয় দেই,0,0,0,,0
ভাই আমার একটা রিকুয়েস্ট আছে যেটা হলো এমন একটা অ্যাপ নিয়ে এসো যার মাধ্যমে ইন্ডিয়া বাংলা চ্যানেল সব লাইভ দেখা যায় নতুন কিছু যার ছবি কোয়ালিটি সাউন্ড কোয়ালিটি ভালো হয়,0,0,0,,0
ভাই এই গানটা কোন এ্যাপ দিয়ে ইডিট করছেন বলেন প্লিজ,0,0,0,,0
"আমার নিজের ৫০০০০ হাজার টাকার মাল  নিয়ে যায় নটেরডেম কলেজের সামনে থেকে,রাত ৮ টায়,আমাকে রিকসা থেকে নামিয়ে দেয় বলে হেন্ডেলের সমস্যা,",0,0,0,,0
এমন থার্ড ক্লাস গান টপ চার্ট এ 😒 এ থেকে মাহফুজ সাহেব আরো ভালো ছিল। অন্তত লিরিক্স এর দিয়ে,1,0,0,,0
"আই মিন,হোয়াট দ্যা দেলোয়ার👌😂😂",0,0,0,,0
এই টাকাটাও রাখেন। আন্টি অবাক,0,0,0,,0
"দুঃখ লাগে মাদ্রাসার জন্য,,,,এতগুলা রত্ন আছে মাদ্রাসায় কিন্তু তাদেরকে মুল্যায়ন করা হয় না,,,,,,,আমার এক পরিচিত ভাই ঢাকা ইউনিভার্সিটির ফার্স্ট বয় হওয়া সত্ত্বেও মাদ্রাসার ছাত্র হওয়ার কারণে এখনো কোন ইউনিভার্সিটির টিচার হতে পারে নি,,,,,,,,,,,,এত মেধাবী ছাত্র থাকা সত্ত্বেও বিসিএস ভাইভায় তারা বাদ পরে যায়,এটা প্রত্যাক্ষ বৈষম্য,সব মাদ্রাসাকে একত্রিত হয়ে এর বিরুদ্ধে প্রতিবাদ করতে হবে,আমরা কলেজ ছাত্ররাও পাশে আছি।",0,0,0,,0
সে ম্যাচ প্রোফাইড কিভাবে করবে?? যদিও আজকে মাসচেরানো,0,0,0,,0
নো। ভাগাভাগি ফর ওয়াট? কিসের জন্য ভাগাভাগি? হিজ হিজ হুজ হুজ। বিষয়টা কেনো সমাজে নেই। কেনো সংসারের জন্য আমি আমার স্বপ্নকে মেরে ফেলবো? সাবেত আবারও বলে,0,0,0,,0
