TEXT,Annot-1,Annot-2,Annot-3,Source,classes
নারী তুই কলঙ্কিনী নারী তুই জাহান্নমী .আর তুই আসছস শো অফ করতে??,1,1,1,,1
মহিলারা বেশি লোভি তাই বুজতে পারে নাই হিপোক্রিট মহিলা ,1,1,1,,1
মেয়েরা অনেক লোভী তাই এদের কপালে এমনটা লেখা ছিল। এরা বার টাইপ এর ওমেন। ইগনোর কর ,1,1,1,,1
সব দোষ দিপুর! কিন্তু বিবাহিত লুচ্চা নারীগুলা একেবারে তুলসীপাতাওরা এক্সট্রা মাটিরাল অ্যাফেয়ার এ থাকে তখন কিচ্ছু হয় না।  সব গুলা হান্কি মাগি। ,1,1,1,,1
পুরুষ তার নিজের এক্সসাইটমেন্ট  সামাল দেবার শিক্ষা অর্জন করে না I মেয়েদের চুল দেখলে যদি পুরুষের এক্সসাইটমেন্ট  হয় তবে পুরুষের চুল দেখলে কেন মেয়েদের এক্সসাইটমেন্ট  হবে না ? সুতরাং পুরুষদেরও মাথায় হিজাব করা উচিত I,0,1,1,,1
এই ধরনের মেয়েদেকে কোনোদিনও এপ্রিসিয়াতে করতে হবে না. লেট নাইট সার্ভিস দেয়। ,1,1,1,,1
তোরা তো চুদতে পারস না। জেনিটাল দাঁড়ায় না তোদের।  খানকির পোলা।,1,1,1,,1
খানকি মাগি সমাজ টাকে পলুটেড করে ফেলতেছিস ।রাট বিরাতে ভিডিও ভাইরাল হয়। ,1,1,1,,1
খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা চুপ থাক। ফেইসবুক এ লাইভ কইরা হিট কইরা দিমু।  ,1,1,1,,1
এগুলা রাস্তার মেয়ে বেশ্যা .এরা কোনো কান্ট্রি কে রিপ্রেসেন্ট করে না। নুডিটি ছড়ায় খালি। ,1,1,1,,1
"ভীষণ রকম উগ্রতা মগজে ধারণ করেই এই দুই নারীবাদি এখানে এসে ডায়লগ  বলছে রোকেয়া কবির (নির্বাহী পরিচালক, বাংলাদেশ নারী প্রগতি সংঘ) এবং আরিফা রহমান রুমা ",1,1,1,,1
সৃষ্টির শুরু থেকে নারীরা পুরুষের দ্বারা শোষিত অপ্রেসেড । বিশ্বের সব দেশে কম বেশী এটা কন্টিনিউস । তবে বাংলাদেশে আজকাল যা শুরু হয়েছে তা সত্যি উন্ট্যারাবলে  😢,1,1,1,,1
পুরুষরা রাস্তায় ঘুরতেছে জব পাচ্ছে না আর আপনে নারী নিয়ে পড়ে আছেন। আপনি তো পুরুষ এর ডিসগ্রাসে।  ,1,1,1,,1
লিঙ্গ সমতা কস্মিনকালেও সম্ভব নারে পাগলা। ওমেন মানে সেক্সি এন্ড সেক্স ডল। ,1,1,1,,1
কোথায় ছেলে আর কোথায় মেয়ে কার সাথে কি পান্তা ভাতে ঘি।হ্যাসকর. পোলা বিভিন্ন পেজ এ বডিস্যামিং করে মেয়েদের। ,1,1,1,,1
আহারে আল্লাহ কতো সুন্দর করে সাজিয়ে তৈরি করেছেন নারী কে রেস্পেক্ট দিয়েছেন আর এরা বলে ইকুয়ালিটি ???,1,1,1,,1
তোর মত মাগি বেইশ্যা ইসলাম ছাড়ণলে কি বাল আসে যায়।। ফাক অফ বিচ। গিয়া বার বার এ ঘুরে। ,1,1,1,,1
নস্টালজিক মহিলা 🫠,1,1,1,,1
হুম অনেক চুষার চ্যালেঞ্জ মোকাবেলা করে আজকের অবস্থানে আসছেন। পরিমনীর পক্ষ থেকে শুভেচ্ছা।,1,1,1,,1
ড্রাংক থাকেন কেনো মাঝে মাঝে,1,1,1,,1
"টেনশন করোনা প্রিয় ক্রাশ Tanjin Tisha 😒❤️
এগিয়ে যাও😇🥵
সামনে আরও গুরুত্বপূর্ণ ভিডিও পাওয়ার আশায় আছি🐸😁
তোমার ব্যক্তিগত ভিডিও শুধু রাজের কাছে কেন..?🙄
মাঝেমধ্যে আমাদেরকেও তো দিতে পারো..!🥱🥴",1,1,1,,1
"আপনার মতো এত শান্ত শিষ্ট ভদ্র, নম্র বেডি মানুষও যে ড্রিংক করতে পারে ভিডিও না দেখলে বুঝতাম না🙂",0,1,1,,1
"আপনার মতো সস্তা মেয়েগুলোর যখন কিছু লিক হয় তখন এভাবেই একটা স্ট্যাটাস দেয় আর ভলো সাজে,এতো ভালো পার্সোনালিটি অধিকারী হলে সহজে মেনে,দুঃখ প্রকাশ করলেই হয়,ব্যক্তিত্ব ফলো করতে চাইলে সানি লিওনিকে ফলো করতে পারেন ,কি করতো,এখন কি করে,আপনার গুলো তো সামান্য ওর কাছে",1,1,1,,1
আরোও এক্সপোজ ভিডিও দেখার অপেক্ষায়,1,1,1,,1
"প্রথম প্রথম কয়টা নাটক দেখেছি, সুন্দর, কিন্তু আস্তে আস্তে আপনি আপনার সেই লেভেলে চলে গেলেন যেটার রেজাল্ট এখন পাইলেন সবার সামনে, ইস্টুপিট",1,1,1,,1
"নাইকারা ভাইরাল হলেই বিদেশের দেশ গুলোতে কাজ এসে যায় সঙ্গে সঙ্গে।
কিন্তু হাজার হাজার টাকা খরছ করে নাইকাদের নিয়ে কোন নাটক আর কোন গান বানানো হয়,
তা থ বেশির ভাগ ভাইরাল হতে দেখিনা",1,1,1,,1
আপনি হয়ত ভুলে গিয়েছেন আপনি পাবলিক ফিগার। আর আপনাদের ব্যক্তিগত লাইফ বলতে কিছু কি আছে? আপনার ব্যক্তিত্ব আর অভিনয়ের জন্যেই মানুষের মধ্যে আপনার এত জনপ্রিয়তা।এই জনপ্রিয়তাকে দুচলাম না। ,1,1,1,,1
আর আপনি সেলিব্রিটি এত বড় আপনি কোন জগতে আছেন সেইটা ভেবেও নিজের সেইফটি টুক নিজের মেইনটেইন করার উচিত ছিলো।নাইলে আপনার ভার্জিনিটি আমি মেইনটেইন করি / কি বলেন???,1,1,1,,1
"অতি শিগ্রই লিংক বের হবে আশা করি,,,লিজেন্ড গুলো ঠিকই বুঝবে..😃😃",1,1,1,,1
বাংলাদেশের মুভি তো দেখি না নাটকটা একটু দেখতাম তাও আজ থেকে বয়কট।নাটক ছেড়ে দিয়ে পর্ন ভিডিও বনাও এতে বাংলাদেশের লোকে খাবে বেশি।,1,1,1,,1
ফিজিক্যাল রিলেশন তাও আবার তোমার সঙ্গে ভুলে যাও তার থেকে ভালো পতিতালয়ে গিয়ে দেহের চাহিদা মিটিয়ে নিয়ে  আসেন ,1,1,1,,1
চলো চলো।তোমার ডিমান্ড সব থেকে বেশি।রাত দিন সার্ভিসে দিবে তুমি। ,1,1,1,,1
এখন তুমি রেডি কাস্টোমারদের সামনে যাওয়ার জন্য।ওদের যৌন চাদিহা হ্যান্ডেল করবা। ,1,1,1,,1
আমাকে একটা স্টেজে এনে দার করানো হলো।নুডিটি শো এ আমি ফার্স্ট দেখলাম। ,1,1,1,,1
লামিয়া ভার্সিটি থেকে ফিরে নামাজ আদায় করে শুয়ে পড়েছে। রাতের বেলা ক্যাট ওয়াক করে। ,1,1,1,,1
বেস্ট ফ্রেন্ডের বিয়ের দাওয়াতে এসেছে নিশি।একটু ফ্রেশ হয়ে ওয়াশরুম থেকে বের হতেই এই ধর্ষণর স্বীকার হলো সে।,1,1,0,,1
এই মানুষটার মধ্যে এমন একটা পার্সোনালিটিও থাকতে পারে তা সে কখনো কল্পনাও করতে পারে নি।সাক্ষাৎ যৌনর কর্মী .,1,1,1,,1
 নিশির ঠোঁটে পাগলের মতো কিস করে চলেছে সে। আর হাত দিয়ে কোমরে ধীরে ধীরে স্লাইড করছে।চলো বন্ধু আমরাও করি। ,1,1,1,,1
মাদারচোদ লিরিক রাইটার। এদের জন্যই আজ বাংলা গানের মার্কেট নাই। বাংলা গান নষ্ট করতেছে এই বাইঞ্চোদেরা।।,1,1,1,,1
বালের ভিডিও সময় টুকো লোস;,1,1,1,,1
চোরা শেখ হাসিনা দেখে রাখ তুমি আর তোমার লোকেরা কত ভাল আবার সব জায়গা তে চোদায় ডিজিটাল বাংলাদেশ সাধারন মানুষ গুলো কে ভোট দিতে দেয়না ছি ছি ছি একটা মহিলা কতটা নিচে নামলে এতটা খারাপ হতে পারে তরে শেখ হাসিনা না দেখলে বুজতে পারতাম না । তর বিচার আল্লাহ করব তখন আল্লাহ কে বলিস আমার কাছে ভোট আছে আমাকে মাফ করে দাও 😡😡🤬🤬;,1,1,1,,1
মেরে ফেল ওকে। অটিস্টিক গুলোকে কুত্তার ৩ নম্বর বাচ্চার মতন লাগে। ,1,1,1,,1
রতনে রতন চিনে সালমান চিনে বে'ডি । ওর মাইন্ড অটো হইয়া গেস।  বেডি অনলি বেডি অনলি। ,1,1,1,,1
মনে হচ্ছে মিরপুর ১০ নাম্বারের ভ্যান গাড়ির অথরিটি। এই পাবলিকই গাড়ির ভিতরে করে অলটাইম চোদাচোদি। ,1,1,1,,1
ভাই তোমাকে বিকিনিতে বেশি মানায়। তোমার একাউন্ট ঘটলে মনে হয় অনলাইন অনএরাইভাল ভিসা এ পাইয়া গেসি থাইল্যান্ড এর। ,1,1,1,,1
মনে হচ্ছিল কয়েক মিনিটের জন্য আমি গুলিস্তান অবস্থান করছি। শুওরের বাচ্চা ট্রাফিকে অপোজিট সাইড খুইল্লা দিয়া রাখসে। ,1,1,1,,1
অসুস্থ মানসিকতা। অনলাইন ট্রান্সজেন্ডার এর লাইন মনে হইতেসে। আবার ওদের অ্যাওয়ার্ড ও দে ভাই?? ,1,1,1,,1
কথার মধ্যে আর একটু সুর দিলে গুলিস্তানের হকারের মতো লাগবে। ওদের অপশনাল চাকরির অপশন হইলো ইল্লিগাল ওয়ে বাইর করা। ,1,1,1,,1
তুমি ফুটপাতে হকার করলে আরো ভালো লাগত। লোগে একটা আন্ডার গার্মেন্টস পইড়া অপারেশন চালাইতে...... একেবারে পুরাদমে অপারেটর। ,1,1,1,,1
ক্ষেত স্টাইল.। এইটা বলে বাংলাদেশ এর মডেল !!! রাস্তায় দাঁড়ায় থাকলেও তো কেউ অফার দিবো ন।  ,1,1,1,,1
বস্তির পুলাপানদের কাজ এসব। আবার বলে দেশ এ চাইল্ড লেবারের সংখ্যা বাড়তেসে !!! চাইল্ড লেবার করবে না তো শালদেরকে দিয়ে কি করবে??,1,1,1,,1
"নিউ হকার ইন টাউন। অফিসিয়ালি সেলিং মদ , গাঞ্জা। ",1,1,1,,1
লুইচ্ছা সালমান। । ওর অরিজিনাল ওভার লাভ জেসিয়া  কই?? চুদ্লেই হবে খালি?? 🤣🤣🤣,1,1,1,,1
সালমান মুক্তাদির চুদীরভাই। ওর ফেক আইডি খুইল্লা সবাইরে এবিউস করা উচিত। ,1,1,1,,1
গ্রামের চাচাতো ভাই ট্যাটু করছে। তাকে অ্যাওয়ার্ড দিয়ে রামচোদন দাও।  ,1,1,1,,1
এত চিকন শরীরে আবার ট্যাটু?? গুন্ডার বাচ্চা চিকনা শরীরে অ্যাটিচুড দেখাইতে আইসে !!!!,1,1,1,,1
তোর লুচ্চামি পার্মানেন্ট। তোরে যত অ্যাডমিনিস্ট্রেশন এর আন্ডারেই রাখা হোক না কে।।। তুই লুইচ্চায় থাকবি।  ,1,1,1,,1
তুই একটা ভোদাই না পারলি কাউরে অ্যাড করতে না পারলি কারো আইডল হইতে।। ,1,1,1,,1
ছেলেটার নায়িকার মতো বডি। স্লিভলেস পড়লে অ্যামেজিং লাগবে  😆😆😆😆,1,1,1,,1
টোকাইয়ের মতো স্টাইল। অ্যাভারেজ ফ্যামিলি এর ছেলে হইলে আরো আপডেটেড থাকতো। ,1,1,1,,1
অয়েলডান কত দেয় মাসে দালালির জন্য?? দালালি করে জীবনে ফেভারিট হইতে পারবি না। ,1,1,1,,1
দুই কুকুরের ঘেউ ঘেউ 🤣🤣🤣 আইটেম সং এর আইডল হইলে টক-শো তে ঘেউ ঘেউ করবে। ,1,1,1,,1
জঘন্য চরিত্র আইডি দেখলেই বুজা যায়।  আইডেন্টিটি ক্রাইসিস এ ভুগতেসে। ,1,1,1,,1
আরে সুনেহরা তো রাজ্ এর জাস্ট ফ্রেন্ড। ক্যারেকটার সমস্যা থাকলে যা হয় আরকি!!!  ,1,1,1,,1
কালো মাানুষের আবার বিয়ের শখ??? বিয়া করলে মাল আউট হইবো গ্লু। ,1,1,1,,1
এক্সপায়ার্ড গঞ্জিকা সেবন করলে যা হয় আর কি!!! হাই হইয়া সীতারে লক্ষন এর লোগে চোদা চুদি করতে দেখে।। ,1,1,1,,1
আমি তোর মা বোনকে কিডন্যাপ  করবো...তারপর আনঅফিসিয়াল আউটফিট পড়ায় নাচাবো। ,1,1,1,,1
রাত ২ টায় বয়ফ্রেন্ডের বাসায় তাহাজ্জুদ পড়তে গিয়েছিলেন...আনকমন টাইমে নামাজ পড়ার সময় দরজায় মা নক করাতে দৌড় দিসে।। ,1,1,1,,1
এই বেয়াদবের পরিনতি আরো ভয়ংকর হবে। LGBTQ এর আর্মব্যান্ড র ইউনিফর্ম পইড়া ঘুরে !!!🤬🤬🤬,1,1,1,,1
ভাল্লুক আর তোর মধ্যে ডিফারেন্স  নাই....২ টাই বাই-বর্ন দামড়া। ,1,1,1,,1
কোন গুদামের আটা খেয়ে এত মোটা হয় হইছিস??একেবারে আলট্রা প্রো ম্যাক্স ভোদায় লাগতেস।।। ,1,1,1,,1
মেয়ে তো ফিট এই আনফিট পোলার প্রেমে পড়লো কেমনে?মেয়েরা ওয়েট দেখেও প্রেমে পড়ে জানা ছিলনা!!! ,1,1,1,,1
টাকাওয়ালা মাইয়া গুলাই এমন !!!সব সময় সরকারি চাকুরী দেখে মেয়েরা প্রেমে পড়ে না মাঝে মাঝে বাবার টাকা দেখেও প্রেমে পরে দেখি..টাকা স্পেন্ড করতে নাইট ক্লাব এ যায় পার্টি করে।। ,1,1,1,,1
শালা একটা ফিক্সার...হেটে আর্নিং করে আম্পিয়াররে ইউস কইরা। ,1,1,1,,1
ও তো মানুষ না ইটস লাইক এ জাহাজ...বিশাল বডি মনে হয় মাটির উপরে দিয়া চলতাসে।। ,1,1,1,,1
গাঁজা খেয়ে পোস্ট করছে রিপোর্টার।। ইয়েলো জার্নালিজম এর পারফেক্ট ডেফিনেশন এই বেডা। ,1,1,1,,1
বালের রিপোর্টার...বালের নিউজ।  এই চেনেল এ ভালো কোনো নিউজ টেলিকাস্ট করে ন। ভালো কোনো রিপোর্টের রেও অ্যাপয়েন্ট করে না। ,1,1,1,,1
আফগানি মানেই টেরোরিস্ট।। আনলিমিটেড ওয়েপন এর সাপ্লাই পে ওরা আম্রিকা থেইক্কা। ,1,1,1,,1
ছাগল কোথাকার!! ফুটবলদ।  পেপ এর আন্ডার এ কি অলওয়েজ এক্সট্রা অর্ডিনারি প্লেয়ার রাই খেলবে?? তাইলে তো টিম এমনেই ভালো হবে। ,1,1,1,,1
হাসিনা মানুষ নামক কুলাঙ্গার দেশে ডিক্টেটরশীপ শুরু করসে দেশের মানুষ এর ইডিয়ট বানায় আর কয়দিন??,1,1,1,,1
"উপরে ফিট ফাট নিচে সদরঘাট...ইউনাইটেড এর মতন সিচুয়েশন।। না জিতবে ট্রফি , খালি টাকার গরম দেখাবে। ",1,1,1,,1
নাম্বার ওয়ান নষ্ট ছেলে...একটা জেনেরেশন রে পুরা সাইকোলোজিক্যালয় ডেস্ট্রয় কইরা দিসে।।। ,1,1,1,,1
তোর ফেস দেখলেই বুঝা যায় তুই লুচ্চা...ইউনিভার্সিটির ইউনিক লুচ্চা,1,1,1,,1
ভুঁড়ি দেখে প্রেগন্যান্ট মনে হচ্ছে...কে যে চুদেসে ভগবান জানে ??🤣🤣,1,1,1,,1
তোর জন্মটাই একটা কন্ডোম এক্সিডেন্ট ছিলো...না পারলি সোসাইটি এর জন্য এক্সাম্পল হইতে না পারলি নিজের জন্য কিসু করতে। ,1,1,1,,1
মুরগির মতো ঠ্যাং...লাইক ইউ .,1,1,1,,1
"এই কাইল্লা বেডারে এত্ত টানাটানি!!!!নাই কোনো ইথিক্স , নাই কোনো কমন সেন্স। ",1,1,1,,1
আমেরিকার ইনচার্জ একসময় আমাদের পাগল হতেই হবে ওদের ইনটেনশন হইলো পুরা ওয়ার্ল্ড রে রেপ করা। ,1,1,1,,1
ইডুকেশন মানুষ যে কতটা অমানুষ করে জাফফর ইকবোল তার লাইভ ইক্সামপল...,1,1,1,,1
বান্দরের ঘরে বান্দর...রং ইনফরমেশন দেস খালি ,1,1,1,,1
ব্যাক্তিত্বহীন এক প্রফেসর !!! উনার আন্ডারে ইনফরমেশন নিলাম তেমন ইনফরমেটিভ কিসু দেখলাম না।  এমন কি ওই বেদার কোনো ইন্টারন্যাশনাল জার্নাল ও না......... ফ্রড এক নাম্বার। ,1,1,1,,1
ভাবতেই অবাক লাগে এই জোকার হুমায়ূন আহমেদের ভাই??? ওনার ইনটেনশন এই হইলো কেমনে কপি করা যায় ???,1,1,1,,1
এই বানরের বংশধর হনুমানের বংশধর অমানুষ সরাসরি আঘাত করেছে ইসলামের উপর....আইডি থেকে পোস্ট করে কয় এইসব নাকি এডিট করা যায় ?? মানে পুরা লেইম খানকির পোলায় .,1,1,1,,1
অতি শিক্ষিত মানুষ যে শুকরের চেয়েও খারাপ সেটা এই মানুষকে দেখলে ইডেন্টিফাই করা যায়। তারা সোসাইটি এর ইনফেকশন। ,1,1,1,,1
বানরের উত্তরসারী ....ইনফিনিটি জেনারেশন ধরে তারা ইনফেকশন ছড়ায় আসতেসে।  ,1,1,1,,1
হ্যা তুই দেখতেও বানরের মতো....স্টুপিড রাস্ক্যাল। ,1,1,1,,1
মহিষ ও তোর চেয়ে সুন্দর...মহিষের প্রতি ইন্টারেস্ট থাকলেও তোর প্রতি কারো ইন্টারেস্ট থাকবো না। ফ্যাটএস .,1,1,1,,1
আমাদের স্যারের চৌদ্দ গুষ্টি বানর...বানরের সাথে সেক্স কইরাই বেহাবিয়ার এর এই সিচুয়েশন। ,1,1,1,,1
তোর মুখে জুতার বাড়ি...ইন্টারভিউ তে ফেইল মাড়াস আবার বড়ো বড়ো কথা মুখে !!!,1,1,1,,1
লেজ কাটা স্মার্ট ....পিক এর ইফেক্ট দেখলে মনে হয় প্রফেশনাল মডেল। ,1,1,1,,1
শালা একটা জানোয়ারের বাচ্চা...এমন একটা ইন্সিডেন্ট এর পর সামনাসামনি ইন্সাল্ট করলাম তও গায়ে লাগলো না। বলে ম্যাডাম এটা তো কোম্পানি আমাদেরকে এইভাবে দিসে।  ঠকবাজ। ,1,1,1,,1
কুশিক্ষায় শিক্ষিত তিনি কিনা একজন রাইটার !!! ওর ইন্টারভিউ তে আমার কোনো ইন্টারেস্ট নাই। ,1,1,1,,1
শয়তান যখন মানুষের রূপ নেয় তখন এমনই হয়...এই ইন্টার্নির ডক্টরগুলা সাক্ষাৎ যমদূত। ,1,1,1,,1
নিগ্রোর চেয়েও খারাপ তুই ইভেন ইমোশনালি ড্যামেজড ও তুই ,1,1,1,,1
দেখতেই অমানুষ ইহুদির বাচ্চা লাগে...ইন্ট্রোভার্ট বইল্লা সিম্প্যাথি দেখাইও না এই ইহুদীর বাচ্চাকে। ,1,1,1,,1
"হিজড়া কোথাকার, পোলা হইয়া বিকিনি পইড়া ইম্প্রেশন দেস আবার !!! মাদারচোদের বাচ্চা। ",1,1,1,,1
তৃতীয় লিঙ্গের মতো হারামজা হাততালি দে।  ইমিডিয়েটলি পুলিশ এর সাথে কন্টাক্ট করেন। ,1,1,1,,1
এই বলদকে জেলে দেয়া উচিত ইয়াং মেয়েদের ইমোশন নিয়ে খেলে। ,1,1,1,,1
"আমাদের বলদ বিজ্ঞানী জাফর ইকবাল, ইলেক্শন ইস্যুতে অলওয়েজ নীরব। ",1,1,1,,1
হালার পুত কুকুরের বাচ্চা ইস্টার সানডে নিয়ে মজা চোদায়। ,1,1,1,,1
এসব ইংলেক্টুয়াল অটিস্টিক কোথা থেকে আসে??,1,1,1,,1
নিজের লাইফ দিয়ে হলেও তোদের মত হিন্দুদেরকে হত্যা করে ছাড়বো...গোবর খোর হিন্দু,1,1,1,,1
পাব্লিসিটি পাবার জন্য মানুষ কতটা নিচে নামতে পারে এটা আপনারে দেখলেই রিয়ালাইজ হয়। ,1,1,1,,1
মানুষের শরীর নিয়ে ছিনিমিনি খেলে উনি কি মজা পায়?? জাস্ট এ পিস্ অফ মিট ,1,1,1,,1
এই হচ্ছে বাংলাদেশের মিডিয়ার অবস্থা দিন দিন নুডিটি ছাড়িয়ে যাচ্ছে কিন্তু রোবোটিক কম্পিটিশন এ উইনার হইসে এটা নিউজ করে নাই। ,1,1,1,,1
বালের মুভি সিনেমা বাইর হয় ..এভরি উইকে একটা নিউ একশান মুভি বাইর হয় র ঐটায় নাকি হিট !!!,1,1,1,,1
গালাগালি কি এখন সংস্কৃতির অংশ হয়ে যাচ্ছে নাকি ?? নেগেটিভ মাইন্ড সবার। আই উইশ সব খানকির পোলারে চুদতে পারতাম। ,1,1,1,,1
"বর্তমানে কিছু নাটক তৈরি হচ্ছে যেগুলোর ল্যাঙ্গুয়েজে এবসার্ড !!???  বাংলা সিনেমা থেইকা তো এক্সপেকটেশন উইঠা গেসে অনেক আগেই, হিরো এর সিক্স প্যাক র নায়িকার বুবস হইলো সিনেমার মেইন এট্ট্রাকশন। ",1,1,1,,1
কতটা লাইফলেস হইলে মানুষ এম্ন আচরণ করে ??এক্টিং উইয়ার্ড ম্যান ??? একাডেমিকভাবে ওই স্যাররে গণধোলাই দেয়া হোক। ,1,1,1,,1
আসলে কেউ কারো সুখ সহ‍্য করতে পারে না তাই এমন উল্টাপাল্টা কমেন্ট করে...কমেন্ট এ খেলতে চাস?? যায় এক্সট্রিম চোদা খেয়ে যা। ,1,1,1,,1
মানুষের টেস্ট দেখলে বমি আসে একটিভ কোনো পার্সনকে না ধরে বুইড়া রামচোদনারে ধরসে। ,1,1,1,,1
আপনি একটিং পারেন না আবার একশান মুভিতে কেন আসেন ? ফেস দেখাইতে হইলে কমেডি শো তে গিয়া বাঁদরামি করেন। ,1,1,1,,1
সে যে কি ভার্সেটাইল ....সেটা তার এক্সপোজ ভিডিও তাই বুজা যায়  মেয়ে তো না পুরা নাগিন। ,1,1,1,,1
যে নিজের ঘর সামলাতে পারেনি সে এখন সংসদ।বাঙালি পারেও ভাই !!! ওবায়দুল কাদের একটা মাল রে ভাই ,1,1,1,,1
"হিন্দু এজ এগ্রেসিভ এজ পসিবলে,  রাধাকৃষ্ণ  কৃষ্ণ_কৃষ্ণ বুঝলেন না তো??? কোন কোন হিন্দুরা ক্লেম করে রাধা শ্রীকৃষ্ণের গার্ল ফ্রেন্ড ছিল। যে কিনা সম্পর্কে মামী হইতো। আবার, কেও কেও ক্লেম করে রাধা নামে কেও ছিলই না। এটা মধ্যযুগীয় ধর্মের নামে মিসকন্সেপশন ।",1,1,1,,1
"বেশি ধর্ম বুঝে গেছিস না। জানোয়ার...এক্সপেরিয়েন্স করোস নাই তো, করলে এডমিট করতি সবই এডিট করা যায়। ",1,1,1,,1
"কিরে নাপাক জাত,,গালি কারে দিস?? এক্সিডেন্টে এক্সিসটেন্সি থাকবো না টোগো। ",1,1,1,,1
তোরা ডান্ডির মায়েরে এগ্রেসিভ চোদা চুদি চুদমারানীরপোলা নাপাক ডান্ডির জাত...তোর জাত হইলো আমার এনেমি। ,1,1,1,,1
উগ্রবাদী এগ্রেসিভ ডান্ডি,1,1,1,,1
"মাঘীরচুদা ধনপুজারীর জাত,,ভোদাপুজারীর জাত,,লেংটামুর্তি পুজারীর জাত..তোরা এডমিট ও করোস না টোগো কোনো রব নাই.... সবই এজাম্পশনের উপরে চালায় দেস ",1,1,1,,1
তোরা ডান্ডি মাঘীরচুদারা মুসলিম দেশ বাংলাদেশে বড় বাড়া বাড়ছো... সব এথিস্ট ধর্মের নামে এন্টারটেইনমেন্ট চোদাও। ,1,1,1,,1
মসজিদে গিয়ে আগুন লাগাও র ভিডিও কইরা লাইভ এপিসোড বানাও। ,1,1,1,,1
এঞ্জাইটি চোদাও আবার হিন্দুদের ঘৃণা করো,1,1,1,,1
হিন্দু নামে কোনো রিলিজিওন নাই এটি পালটু টাইম পাস,1,1,1,,1
দরকার হলে জিহাদ করব। তবু হিন্দুদের চারব না।সরাসরি ফাইট হবে। ,1,1,1,,1
এনভায়রনমেন্ট ফিক্স করার আগে হিন্দু সরান  হিন্দু ধর্ম পুরাটাই ভন্দামি।,1,1,1,,1
"হিন্দুদের আর কয়েকটি নাম হলো মালায়ন,নেংটি,কাডুয়।  জন্মের ফাষ্টেই ওদের এবরশন করে মাইরা ফেল। ",1,1,1,,1
হিন্দু এভারেজ ধর্ম পাগল। ,1,1,1,,1
তোমাদের মত আলগা মোল্লা টাইপ সোসাইটি ক ইনসাইড থেইকা নষ্ট কইরা দিসে। ,1,1,1,,1
বাংলাদেশ মুসলমানদের মেন্টালিটি কতটা নিচু?? যেকোনো ইস্যু তে ইসলাম ঢুকা। ডাইরেক্ট অ্যাকশন না নিলে কোনো কাজ হবে না। ,1,1,1,,1
নো এক্সপ্লানেশন !! হিন্দু নেংটা ধর্ম। ,1,1,1,,1
"জিকির না গান না উচ্চাঙ্গসংগীত বুঝতে পারলামনা, এটলিস্ট শয়তান বুঝবে!! গান শুইনা এঞ্জাইটি এটাক আইয়েই। ",1,1,1,,1
এরা নাম দ্বারি টাইটেল প্রাপ্ত জানোয়ার,1,1,1,,1
মসজিদ যতদিন বন্ধ থাকবে ততই বাড়তে থাকবে করোনা ভাইরাস আতঙ্ক । এইসব ওয়াজ করলে রিলিজিওন বেশি দিন সারভাইভ করবো না। ,1,1,1,,1
"হিন্দুয়া,,,,, তোর স্থান হলো রেন্ডিয়া। মাদারচোদ গুলা এয়ারলাইন্স দিয়া উইড়া উইড়া আইয়ে।। ",1,1,1,,1
জঙ্গিরা ইসলামের ডেফিনেশন  করে আজ সারা দুনিয়ায় ইসলামকে স্প্রেড  করেছে,1,1,1,,1
জাকির নায়েক হীন্দুদের গোয়েন্দা সংস্থা'র'এর এজেন্ট হ‌ওয়ার কারনে ভারতের মত দেশে এতদিন সে লাইভ ইসলাম স্প্রেড  করতে পেরেছিল,1,1,1,,1
ছিঃ এটা কি কোন ধর্ম হতে পারে? ওয়ান ক্রিয়েটর ইস রিয়াল। ,1,1,1,,1
"মন্দিরের ভন্ডামি ভিতরে কাউকে পিক তুলতে দেয় না হালারা, নিজেরাই লাল রঙ ডাইলা মায়ের মাসিক বানা।  ওভারঅল সব গাঞ্জাখোর ",1,1,1,,1
উগ্র হিন্দুত্ববাদীরা ইসলামের বিরুদ্ধে নানা রকম প্রচারের অনলাইন গরম করে থাকে,1,1,1,,1
কোন খানকির ছেলে বলতে পারবেনা মুসলিমদের পুর্বপুরুস হিন্দু ছিল।  কোনো লজিক ছাড়াই কনক্লুশন দেয় শালারা। ,1,1,1,,1
"জঙ্গীবাদী,, মানুষ খুনের ধর্ম ইসলাম।  ব্রেন ওয়াশ করে সব গুলা বলে জান্নাতি হবে ??",1,1,1,,1
"আপেলিং নারীর উচিত ব্রাহ্মণের সকল মনঃকামনা কনফার্ম করা, এই পন্থাতেই ঘরে আগত (যৌনতৃপ্তি লাভের নিমিত্তে) যেকোনো ব্রাহ্মণকে রেসপেক্ট দেখানো উচিত আর এতে সম্ভ্রান্ত নারী এমনকি বেশ্যাদের জন্যও কোন ক্রাইম নেই",1,1,1,,1
জংগী হলো হিন্দুরা ওয়েস্টার্ন মিডিয়া খালি ওদের একশান লুকায় রাখে। ,1,1,1,,1
বড় এথিস্ট ছিলো নবী এই জন্য তোর ধর্ম জংগীর ধর্ম ।শয়তানের ধর্ম। তোদের জন্য আমরা এক্সট্রিমলি দুঃখ লাগে। ,1,1,1,,1
